"func","desc"
"size (tscollection)","Size of tscollection object"
"slice","Volumetric slice plot"
"smooth3","Smooth 3-D data"
"snapnow","Force snapshot of image for inclusion in published document"
"sort","Sort array elements in ascending or descending order"
"sortrows","Sort rows in ascending order"
"sound","Convert matrix of signal data to sound"
"soundsc","Scale data and play as sound"
"spalloc","Allocate space for sparse matrix"
"sparse","Create sparse matrix"
"spaugment","Form least squares augmented system"
"spconvert","Import matrix from sparse matrix external format"
"spdiags","Extract and create sparse band and diagonal matrices"
"specular","Calculate specular reflectance"
"speye","Sparse identity matrix"
"spfun","Apply function to nonzero sparse matrix elements"
"sph2cart","Transform spherical coordinates to Cartesian"
"sphere","Generate sphere"
"spinmap","Spin colormap"
"spline","Cubic spline data interpolation"
"spones","Replace nonzero sparse matrix elements with ones"
"spparms","Set parameters for sparse matrix routines"
"sprand","Sparse uniformly distributed random matrix"
"sprandn","Sparse normally distributed random matrix"
"sprandsym","Sparse symmetric random matrix"
"sprank","Structural rank"
"sprintf","Format data into string"
"spy","Visualize sparsity pattern"
"sqrt","Square root"
"sqrtm","Matrix square root"
"squeeze","Remove singleton dimensions"
"ss2tf","Convert state-space filter parameters to transfer functionform"
"sscanf","Read formatted data from string"
"stairs","Stairstep graph"
"Stairseries Properties","Define stairseries properties"
"start","Start timer(s) running"
"startat","Start timer(s) running at specified time"
"startup","Startup file for user-defined options"
"std",""
"function","Standard deviation"
"timeseries method","Standard deviation of timeseries data"
"stem","Plot discrete sequence data"
"stem3","Plot 3-D discrete sequence data"
"Stemseries Properties","Define stemseries properties"
"stop","Stop timer(s)"
"stopasync","Stop asynchronous read and write operations"
"str2double","Convert string to double-precision value"
"str2func","Construct function handle from function name string"
"str2mat","Form blank-padded character matrix from strings"
"str2num","Convert string to number"
"strcat","Concatenate strings horizontally"
"strcmp","Compare strings (case sensitive)"
"strcmpi","Compare strings (case insensitive)"
"stream2","Compute 2-D streamline data"
"stream3","Compute 3-D streamline data"
"streamline","Plot streamlines from 2-D or 3-Dvector data"
"streamparticles","Plot stream particles"
"streamribbon","3-D stream ribbon plot from vector volume data"
"streamslice","Plot streamlines in slice planes"
"streamtube","Create 3-D stream tube plot"
"strfind","Find one string within another"
"strings","String handling"
"strjust","Justify character array"
"strmatch","Find possible matches for string"
"strncmp","Compare first n characters of strings(case sensitive)"
"strncmpi","Compare first n characters of strings(case insensitive)"
"strread","Read formatted data from string"
"strrep","Find and replace substring"
"strtok","Selected parts of string"
"strtrim","Remove leading and trailing white space from string"
"struct","Create structure array"
"struct2cell","Convert structure to cell array"
"structfun","Apply function to each field of scalar structure"
"strvcat","Concatenate strings vertically"
"sub2ind","Convert subscripts to linear indices"
"subplot","Create axes in tiled positions"
"subsasgn","Subscripted assignment"
"subsindex","Subscript indexing with object"
"subspace","Angle between two subspaces"
"subsref","Redefine subscripted reference for objects"
"substruct","Create structure argument for subsasgn or subsref"
"subvolume","Extract subset of volume data set"
"sum",""
"function","Sum of array elements"
"timeseries method","Sum of timeseries data"
"superclasses","Superclass names"
"superiorto","Establish superior class relationship"
"support","Open MathWorks Technical Support Web page"
"surf","3-D shaded surface plot"
"surf2patch","Convert surface data to patch data"
"surface","Create surface object"
"Surface Properties","Surface properties"
"Surfaceplot Properties","Define surfaceplot properties"
"surfc","3-D shaded surface plot"
"surfl","Surface plot with colormap-based lighting"
"surfnorm","Compute and display 3-Dsurface normals"
"svd","Singular value decomposition"
"svds","Find singular values and vectors"
"swapbytes","Swap byte ordering"
"switch/case/otherwise","Switch among several cases based on expression"
"symamd","Symmetric approximate minimum degree permutation"
"symbfact","Symbolic factorization analysis"
"symmlq","Symmetric LQ method"
"symrcm","Sparse reverse Cuthill-McKee ordering"
"symvar","Determine symbolic variables in expression"
"synchronize",""
"timeseries method","Synchronize and resample two timeseries objectsusing common time vector"
"syntax","Two ways to call MATLAB functions"
"system","Executeoperating system command and return result"
"tan","Tangent of argument in radians"
"tand","Tangent of argument in degrees"
"tanh","Hyperbolic tangent"
"tar","Compress files into tar file"
"tempdir","Name of system's temporary folder"
"tempname","Unique name for temporary file"
"tetramesh","Tetrahedron mesh plot"
"texlabel","Produce TeX format from character string"
"text","Create text object in current axes"
"Text Properties","Text properties"
"textread","Read data from text file; write to multiple outputs"
"textscan","Read formatted data from text file or string"
"textwrap","Wrapped string matrix for given uicontrol"
"tfqmr","Transpose-free quasi-minimal residual method"
"throw (MException)","Issue exception and terminate function"
"throwAsCaller (MException)","Throw exception as if from calling function"
"tic","Start clock to measureperformance"
"Tiff","MATLAB Gateway to LibTIFF library routines"
"timer","Construct timer object"
"timerfind","Find timer objects"
"timerfindall","Find timer objects, including invisible objects"
"times","Array multiply"
"timeseries","Create timeseries object"
"title","Add title to current axes"
"toc","Stop clock to measureperformance"
"todatenum","Convert CDF epoch object to MATLAB datenum"
"toeplitz","Toeplitz matrix"
"toolboxdir","Root folder for specified toolbox"
"trace","Sum of diagonal elements"
"transpose",""
"function","Transpose"
"timeseries method","Transpose timeseries object"
"trapz","Trapezoidal numerical integration"
"treelayout","Lay out tree or forest"
"treeplot","Plot picture of tree"
"tril","Lower triangular part of matrix"
"trimesh","Triangular mesh plot"
"triplequad","Numerically evaluate triple integral"
"triplot","2-D triangular plot"
"TriRep",""
"class","Triangulation representation"
"constructor","Triangulation representation"
"TriScatteredInterp",""
"class","Interpolate scattered data"
"constructor","Interpolate scattered data"
"trisurf","Triangular surface plot"
"triu","Upper triangular part of matrix"
"true","Logical 1 (true)"
"try/catch","Execute statements and catch resulting errors"
"tscollection","Create tscollection object"
"tsdata.event","Construct event object for timeseries object"
"tsearch","Search for enclosing Delaunay triangle"
"tsearchn","N-D closest simplex search"
"tstool","Open Time Series Tools GUI"
"type","Display contents of file"
"typecast","Convert data types without changing underlying data"
"uibuttongroup","Create container object to exclusively manage radio buttonsand toggle buttons"
"Uibuttongroup Properties","Describe button group properties"
"uicontextmenu","Create context menu"
"Uicontextmenu Properties","Describe context menu properties"
"uicontrol","Create user interface control object"
"Uicontrol Properties","Describe user interface control (uicontrol)properties"
"uigetdir","Open standard dialog box for selecting directory"
"uigetfile","Open standard dialog box for retrieving files"
"uigetpref","Specify and conditionallyopen dialog box according to user preference"
"uiimport","Open Import Wizard to import data"
"uimenu","Create menus and menu items on figure windows"
"Uimenu Properties","Describe menu properties"
"uint16","Convert to 16-bit unsigned integer"
"uint32","Convert to 32-bit unsigned integer"
"uint64","Convert to 64-bit unsigned integer"
"uint8","Convert to 8-bit unsigned integer"
"uiopen","Interactively select file to open and load data"
"uipanel","Create panel container object"
"Uipanel Properties","Describe panel properties"
"uipushtool","Create push button on toolbar"
"Uipushtool Properties","Describe push tool properties"
"uiputfile","Open standard dialog box for saving files"
"uiresume","Resume execution of blocked program"
"uisave","Interactively save workspace variables to MAT-file"
"uisetcolor","Open standard dialog box for setting object's ColorSpec"
"uisetfont","Open standard dialog box for setting object's font characteristics"
"uisetpref","Manage preferences used in uigetpref"
"uistack","Reorder visual stacking order of objects"
"uitable","Create 2-D graphic table GUI component"
"Uitable Properties","Describe table properties"
"uitoggletool","Create toggle button on toolbar"
"Uitoggletool Properties","Describe toggle tool properties"
"uitoolbar","Create toolbar on figure"
"Uitoolbar Properties","Describe toolbar properties"
"uiwait","Block program execution and wait to resume"
"uminus","Unary minus"
"undocheckout","Undo previous checkout from source control system (UNIX platforms)"
"unicode2native","Convert Unicode characters to numeric bytes"
"union","Find set union of two vectors"
"unique","Find unique elements of vector"
"unix","Execute UNIX command and return result"
"unloadlibrary","Unload shared library from memory"
"unmesh","Convert edge matrix to coordinate and Laplacian matrices"
"unmkpp","Piecewise polynomial details"
"unregisterallevents","Unregister all event handlers associated with COM objectevents at run time"
"unregisterevent","Unregister event handler associated with COM object eventat run time"
"untar","Extract contents of tar file"
"unwrap","Correct phase angles to produce smoother phase plots"
"unzip","Extract contents of zip file"
"uplus","Unary plus"
"upper","Convert string to uppercase"
"urlread","Download URL contentto MATLAB string"
"urlwrite","Download URL contentand save to file"
"usejava","Determine whether Sun Java feature is supportedin MATLAB software"
"userpath","View or change userportion of search path"
"validateattributes","Check validity of array"
"validatestring","Check validity of text string"
"values (Map)","Return values of containers.Map object"
"vander","Vandermonde matrix"
"var",""
"function","Variance"
"timeseries method","Variance of timeseries data"
"varargin","Variable length input argument list"
"varargout","Variable length output argument list"
"vectorize","Vectorize expression"
"ver","Version information for MathWorks products"
"verctrl","Source control actions (Windows platforms)"
"verLessThan","Compare toolbox version to specified version string"
"version","Version number for MATLAB and libraries"
"vertcat",""
"function","Concatenate arrays vertically"
"matlab.mixin.Heterogeneous method","Vertical concatenationfor heterogeneous arrays."
"vertcat (timeseries)","Concatenate arrays vertically"
"vertcat (tscollection)","Vertical concatenation for tscollection objects"
"vertexAttachments",""
"TriRep method","Return simplices attached to specified vertices"
"VideoReader","Read video files"
"VideoWriter","Write video files"
"view","Viewpoint specification"
"viewmtx","View transformation matrices"
"visdiff","Compare two text files, MAT-Files, binary files, Zip files, or folders"
"volumebounds","Coordinate and color limits for volume data"
"voronoi","Voronoi diagram"
"voronoiDiagram",""
"DelaunayTri method","Voronoi diagram"
"voronoin","N-D Voronoi diagram"
"wait","Wait until timer stops running"
"waitbar","Open or update wait bar dialog box"
"waitfor","Block execution and wait for event or condition"
"waitforbuttonpress","Wait for key press or mouse-button click"
"warndlg","Open warning dialog box"
"warning","Warning message"
"waterfall","Waterfall plot"
"wavfinfo","Information about WAVE (.wav) soundfile"
"wavplay","Play recorded sound on PC-based audio output device"
"wavread","Read WAVE (.wav) sound file"
"wavrecord","Record sound using PC-based audio input device"
"wavwrite","Write WAVE (.wav) sound file"
"web","OpenWeb site or file in Web or Help browser"
"weekday","Day of week"
"what","List MATLAB files in folder"
"whatsnew","Release Notes for MathWorks products"
"which","Locate functions and files"
"while","Repeatedly execute statements while condition is true"
"whitebg","Change axes background color"
"who","List variables in workspace"
"whos","List variables in workspace, with sizes and types"
"wilkinson","Wilkinson's eigenvalue test matrix"
"winopen","Open file in appropriate application (Windows)"
"winqueryreg","Item from Windows registry"
"wk1finfo","Determine whether file contains 1-2-3 WK1 worksheet"
"wk1read","Read Lotus 1-2-3 WK1 spreadsheet file into matrix"
"wk1write","Write matrix to Lotus 1-2-3 WK1 spreadsheet file"
"workspace","Open Workspace browser to manage workspace"
"write",""
"Tiff method","Write entire image"
"writeDirectory",""
"Tiff method","Create new IFD and make it current IFD"
"writeEncodedStrip",""
"Tiff method","Write data to specified strip"
"writeEncodedTile",""
"Tiff method","Write data to specified tile"
"writeVideo",""
"VideoWriter method","Write video data to file"
"xlabel","Label x-, y-,and z-axis"
"xlim","Set or query axis limits"
"xlsfinfo","Determine whether filecontains Microsoft Excel spreadsheet"
"xlsread","Read Microsoft Excel spreadsheet file"
"xlswrite","Write Microsoft Excel spreadsheetfile"
"xmlread","Read XML document and return Document Object Model node"
"xmlwrite","Write XML Document ObjectModel node"
"xor","Logical exclusive-OR"
"xslt","Transform XML document using XSLT engine"
"ylabel","Label x-, y-,and z-axis"
"ylim","Set or query axis limits"
"zeros","Create array of all zeros"
"zip","Compress files into zip file"
"zlabel","Label x-, y-,and z-axis"
"zlim","Set or query axis limits"
"zoom","Turn zooming on or off or magnifyby factor"
