"func","desc"
"matlab.apputil.getInstalledAppInfo","List installed app information"
"matlab.apputil.install","Install app from a .mlappinstall file"
"matlab.apputil.package","Package app files into .mlappinstall file"
"matlab.apputil.run","Run app programmatically"
"matlab.apputil.uninstall","Uninstall app"
"matlab.codetools.requiredFilesAndProducts","List dependencies of MATLAB program files"
"matlab.engine.FutureResult.cancel","Cancel asynchronous call to MATLAB function from Python"
"matlab.engine.FutureResult.cancelled","Cancellation status of asynchronous call to MATLAB functionfrom Python"
"matlab.engine.FutureResult.done","Completion status of asynchronous call to MATLAB functionfrom Python"
"matlab.engine.FutureResult.result","Result of asynchronous call to MATLAB function from Python"
"matlab.engine.connect_matlab","Connect shared MATLAB session to MATLAB Enginefor Python"
"matlab.engine.engineName","Return name of shared MATLAB session"
"matlab.engine.find_matlab","Find shared MATLAB sessions to connect to MATLAB Enginefor Python"
"matlab.engine.FutureResult","Results of asynchronous call to MATLAB function storedin Python object"
"matlab.engine.isEngineShared","Determine if MATLAB session is shared"
"matlab.engine.MatlabEngine","Python object using MATLAB as computationalengine within Python session"
"matlab.engine.shareEngine","Convert running MATLAB session to shared session"
"matlab.engine.start_matlab","Start MATLAB Engine for Python"
"matlab.exception.JavaException","Capture error information for Java exception"
"matlab.exception.PyException","Capture error information for Python exception"
"matlab.graphics.Graphics","Common base class for graphics objects"
"matlab.graphics.GraphicsPlaceholder","Default graphics object"
"matlab.io.hdf4.sd.attrInfo","Information about attribute"
"matlab.io.hdf4.sd.close","Terminate access to SD interface"
"matlab.io.hdf4.sd.create","Create new data set"
"matlab.io.hdf4.sd.dimInfo","Information about dimension"
"matlab.io.hdf4.sd.endAccess","Terminate access to data set"
"matlab.io.hdf4.sd.fileInfo","Number of data sets and global attributes in file"
"matlab.io.hdf4.sd.findAttr","Index of specified attribute"
"matlab.io.hdf4.sd.getCal","Data set calibration information"
"matlab.io.hdf4.sd.getChunkInfo","Chunk size for data set"
"matlab.io.hdf4.sd.getCompInfo","Information about data set compression"
"matlab.io.hdf4.sd.getDataStrs","Predefined attribute strings for data set"
"matlab.io.hdf4.sd.getDimID","Dimension identifier"
"matlab.io.hdf4.sd.getDimScale","Scale data for dimension"
"matlab.io.hdf4.sd.getDimStrs","Predefined attribute strings for dimension"
"matlab.io.hdf4.sd.getFilename","Name of file"
"matlab.io.hdf4.sd.getFillValue","Fill value for data set"
"matlab.io.hdf4.sd.getInfo","Information about data set"
"matlab.io.hdf4.sd.getRange","Maximum and minimum range values"
"matlab.io.hdf4.sd.idToRef","Reference number corresponding to data set identifier"
"matlab.io.hdf4.sd.idType","Type of object"
"matlab.io.hdf4.sd.isCoordVar","Determine if data set is a coordinate variable"
"matlab.io.hdf4.sd.isRecord","Determine if data set is appendable"
"matlab.io.hdf4.sd.nameToIndex","Index value of named data set"
"matlab.io.hdf4.sd.nameToIndices","List of data sets with same name"
"matlab.io.hdf4.sd.readAttr","Read attribute value"
"matlab.io.hdf4.sd.readChunk","Read chunk from data set"
"matlab.io.hdf4.sd.readData","Read subsample of data"
"matlab.io.hdf4.sd.refToIndex","Index of data set corresponding to reference number"
"matlab.io.hdf4.sd.select","Identifier of data set with specified index"
"matlab.io.hdf4.sd.setAttr","Write attribute value"
"matlab.io.hdf4.sd.setCal","Set data set calibration information"
"matlab.io.hdf4.sd.setChunk","Set chunk size and compression method of data set"
"matlab.io.hdf4.sd.setCompress","Set compression method of data set"
"matlab.io.hdf4.sd.setDataStrs","Set predefined attributes for data set"
"matlab.io.hdf4.sd.setDimName","Associate name with dimension"
"matlab.io.hdf4.sd.setDimScale","Set scale values for dimension"
"matlab.io.hdf4.sd.setDimStrs","Set label, unit, and format attribute strings"
"matlab.io.hdf4.sd.setExternalFile","Store data in external file"
"matlab.io.hdf4.sd.setFillMode","Set current fill mode of file"
"matlab.io.hdf4.sd.setFillValue","Set fill value for data set"
"matlab.io.hdf4.sd.setNBitDataSet","Specify nonstandard bit length for data set values"
"matlab.io.hdf4.sd.setRange","Set maximum and minimum range value for data set"
"matlab.io.hdf4.sd.start","Open HDF file and initialize SD interface"
"matlab.io.hdf4.sd.writeChunk","Write chunk to data set"
"matlab.io.hdf4.sd.writeData","Write to data set"
"matlab.io.hdfeos.gd.attach","Attach to existing grid"
"matlab.io.hdfeos.gd.close","Close HDF-EOS grid file"
"matlab.io.hdfeos.gd.compInfo","Compression information for field"
"matlab.io.hdfeos.gd.create","Create new grid structure"
"matlab.io.hdfeos.gd.defBoxRegion","Define region of interest by latitude and longitude"
"matlab.io.hdfeos.gd.defComp","Set grid field compression"
"matlab.io.hdfeos.gd.defDim","Define new dimension within grid"
"matlab.io.hdfeos.gd.defField","Define new data field within grid"
"matlab.io.hdfeos.gd.defOrigin","Define origin of pixels in grid"
"matlab.io.hdfeos.gd.defPixReg","Define pixel registration within grid"
"matlab.io.hdfeos.gd.defProj","Define grid projection"
"matlab.io.hdfeos.gd.defTile","Define tiling parameters"
"matlab.io.hdfeos.gd.defVrtRegion","Define vertical subset region"
"matlab.io.hdfeos.gd.detach","Detach from existing grid"
"matlab.io.hdfeos.gd.dimInfo","Length of dimension"
"matlab.io.hdfeos.gd.extractRegion","Read region of interest from field"
"matlab.io.hdfeos.gd.fieldInfo","Information about data field"
"matlab.io.hdfeos.gd.getFillValue","Fill value for specified field"
"matlab.io.hdfeos.gd.getPixels","Pixel rows and columns for latitude/longitude pairs"
"matlab.io.hdfeos.gd.getPixValues","Read data values for specified pixels"
"matlab.io.hdfeos.gd.gridInfo","Position and size of grid"
"matlab.io.hdfeos.gd.ij2ll","Convert row and column space to latitude and longitude"
"matlab.io.hdfeos.gd.inqAttrs","Names of grid attributes"
"matlab.io.hdfeos.gd.inqDims","Information about dimensions defined in grid"
"matlab.io.hdfeos.gd.inqFields","Information about data fields defined in grid"
"matlab.io.hdfeos.gd.inqGrid","Names of grids in file"
"matlab.io.hdfeos.gd.interpolate","Bilinear interpolation on a grid field"
"matlab.io.hdfeos.gd.ll2ij","Convert latitude and longitude to row and column space"
"matlab.io.hdfeos.gd.nEntries","Number of specified objects"
"matlab.io.hdfeos.gd.open","Open grid file"
"matlab.io.hdfeos.gd.originInfo","Origin code"
"matlab.io.hdfeos.gd.pixRegInfo","Pixel registration code"
"matlab.io.hdfeos.gd.projInfo","GCTP projection information about grid"
"matlab.io.hdfeos.gd.readAttr","Read grid attribute"
"matlab.io.hdfeos.gd.readBlkSomOffset","Read Block SOM offset"
"matlab.io.hdfeos.gd.readField","Read data from grid field"
"matlab.io.hdfeos.gd.readTile","Read single tile of data from field"
"matlab.io.hdfeos.gd.regionInfo","Information about subsetted region"
"matlab.io.hdfeos.gd.setFillValue","Set fill value for specified field"
"matlab.io.hdfeos.gd.setTileComp","Set tiling and compression for field with fill value"
"matlab.io.hdfeos.gd.sphereCodeToName","Name corresponding to GCTP sphere code"
"matlab.io.hdfeos.gd.sphereNameToCode","Numeric GCTP code corresponding to sphere name"
"matlab.io.hdfeos.gd.tileInfo","Tile size of grid field"
"matlab.io.hdfeos.gd.writeAttr","Write grid attribute"
"matlab.io.hdfeos.gd.writeBlkSomOffset","Write Block SOM offset"
"matlab.io.hdfeos.gd.writeField","Write data to grid field"
"matlab.io.hdfeos.gd.writeTile","Write tile to field"
"matlab.io.hdfeos.sw.attach","Attach to swath data set"
"matlab.io.hdfeos.sw.close","Close swath file"
"matlab.io.hdfeos.sw.compInfo","Compression information for field"
"matlab.io.hdfeos.sw.create","Create new swath structure"
"matlab.io.hdfeos.sw.defBoxRegion","Define latitude-longitude region for swath"
"matlab.io.hdfeos.sw.defComp","Set grid field compression"
"matlab.io.hdfeos.sw.defDataField","Define new data field within swath"
"matlab.io.hdfeos.sw.defDim","Define new dimension within swath"
"matlab.io.hdfeos.sw.defDimMap","Define mapping between geolocation and data dimensions"
"matlab.io.hdfeos.sw.defGeoField","Define new data field within swath"
"matlab.io.hdfeos.sw.defTimePeriod","Define time period of interest"
"matlab.io.hdfeos.sw.defVrtRegion","Subset on monotonic field or dimension"
"matlab.io.hdfeos.sw.detach","Detach from swath"
"matlab.io.hdfeos.sw.dimInfo","Size of dimension"
"matlab.io.hdfeos.sw.extractPeriod","Read data from subsetted time period"
"matlab.io.hdfeos.sw.extractRegion","Read subsetted region"
"matlab.io.hdfeos.sw.fieldInfo","Information about swath field"
"matlab.io.hdfeos.sw.geoMapInfo","Type of dimension mapping for named dimension"
"matlab.io.hdfeos.sw.getFillValue","Fill value for specified field"
"matlab.io.hdfeos.sw.idxMapInfo","Indexed array of geolocation mapping"
"matlab.io.hdfeos.sw.inqAttrs","Names of swath attributes"
"matlab.io.hdfeos.sw.inqDataFields","Information about geolocation fields"
"matlab.io.hdfeos.sw.inqDims","Information about dimensions defined in swath"
"matlab.io.hdfeos.sw.inqGeoFields","Information about geolocation fields"
"matlab.io.hdfeos.sw.inqIdxMaps","Information about swath indexed geolocation mapping"
"matlab.io.hdfeos.sw.inqMaps","Information about swath geolocation relations"
"matlab.io.hdfeos.sw.inqSwath","Names of swaths in file"
"matlab.io.hdfeos.sw.mapInfo","Offset and increment of specific geolocation mapping"
"matlab.io.hdfeos.sw.nEntries","Number of entries for specific type"
"matlab.io.hdfeos.sw.open","Open swath file"
"matlab.io.hdfeos.sw.periodInfo","Information about subsetted period"
"matlab.io.hdfeos.sw.readAttr","Read swath attribute"
"matlab.io.hdfeos.sw.readField","Read data from swath field"
"matlab.io.hdfeos.sw.regionInfo","Information about subsetted region"
"matlab.io.hdfeos.sw.setFillValue","Set fill value for the specified field"
"matlab.io.hdfeos.sw.writeAttr","Write swath attribute"
"matlab.io.hdfeos.sw.writeField","Write data to swath field"
"matlab.io.MatFile","Load and save parts of variables in MAT-files"
"matlab.io.MatFile.size","Array dimensions"
"matlab.io.MatFile.who","Names of variables in MAT-file"
"matlab.io.MatFile.whos","Names, sizes, and types of variables in MAT-file"
"matlab.io.saveVariablesToScript","Save workspace variables to MATLAB script"
"matlab.lang.makeUniqueStrings","Construct unique strings from input strings"
"matlab.lang.makeValidName","Construct valid MATLAB identifiers from input strings"
"matlab.mixin.SetGet","Abstract class used to derive handle classes with setand get methods"
"matlab.mixin.Copyable","Superclass providing copy functionality for handle objects"
"matlab.mixin.CustomDisplay","Display customization interface class"
"matlab.mixin.Heterogeneous","Superclass for heterogeneousarray formation"
"matlab.mixin.util.PropertyGroup","Custom property list for object display"
"matlab.unittest.Test","Specification of a single test method"
"matlab.unittest.TestResult","Result of running test suite"
"matlab.unittest.TestRunner.run","Run all tests in TestSuite array"
"matlab.unittest.TestSuite.run","Run TestSuite array using TestRunner objectconfigured for text output"
"matlab.unittest.constraints.BooleanConstraint","Interface class for boolean combinations of constraints"
"matlab.unittest.constraints.Constraint","Fundamental interface class for comparisons"
"matlab.unittest.constraints.Tolerance","Abstract interface class for tolerances"
"matlab.unittest.diagnostics.ConstraintDiagnostic","Diagnostics specific to matlab.unittest constraints"
"matlab.unittest.diagnostics.Diagnostic","Fundamental interface class for matlab.unittest diagnostics"
"matlab.unittest.fixtures.Fixture","Interface class for test fixtures"
"matlab.unittest.plugins.OutputStream","Interface that determines where to send text output"
"matlab.unittest.plugins.QualifyingPlugin","Interface for plugins that perform system-wide qualifications"
"matlab.unittest.plugins.TestRunnerPlugin","Plugin interface for extending TestRunner"
"matlab.wsdl.createWSDLClient","Create interface to SOAP-based web service"
"matlab.wsdl.setWSDLToolPath","Location of WSDL tools"
"matlabrc","Start up file for MATLAB program"
"matlabroot","Root folder"
"matlabshared.supportpkg.checkForUpdate","List of support packages that can be updated"
"matlabshared.supportpkg.getInstalled","List of installed support packages"
"max","Largest elements in array"
"max","Maximum value of timeseries data"
"maxflow","Maximum flow in graph"
"MaximizeCommandWindow","Open Automation server window"
"maxNumCompThreads","Control maximum number of computational threads"
"mean","Average or mean value of array"
"mean","Mean value of timeseries data"
"median","Median value of array"
"median","Median value of timeseries data"
"memmapfile","Create memory map to a file"
"memory","Display memory information"
"menu","(Not recommended) Create multiple-choice dialog box"
"mergecats","Merge categories in categorical array"
"mesh","Mesh plot"
"meshc","Plot a contour graph under mesh graph"
"meshgrid","Rectangular grid in 2-D and 3-D space"
"meshz","Plot a curtain around mesh plot"
"meta.abstractDetails","Find abstract methods and properties"
"meta.class","Describe MATLAB class"
"meta.class.fromName","Return meta.class object associatedwith named class"
"meta.DynamicProperty","Describe dynamic property of MATLAB object"
"meta.EnumeratedValue","Describe enumeration member of MATLAB class"
"meta.event","Describe event of MATLAB class"
"meta.MetaData","Superclass for MATLAB object metadata"
"meta.method","Describe method of MATLAB class"
"meta.package","Describe MATLAB package"
"meta.package.fromName","Return meta.package object for specifiedpackage"
"meta.package.getAllPackages","Get all top-level packages"
"meta.property","Describe property of MATLAB class"
"metaclass","Obtain meta.class object"
"methods","Class method names"
"methodsview","View class methods"
"mex","Build MEX function from C/C++ or Fortran source code"
"mex.getCompilerConfigurations","Get compiler configuration information for building MEX-files"
"MException","Capture error information"
"mexext","Binary MEX-file-name extension"
"mfilename","File name of currently running code"
"milliseconds","Duration in milliseconds"
"min","Smallest elements in array"
"min","Minimum value of timeseries data"
"MinimizeCommandWindow","Minimize size of Automation server window"
"minres","Minimum residual method"
"minspantree","Minimum spanning tree of graph"
"minus","Subtraction"
"minute","Minute number"
"minutes","Duration in minutes"
"mislocked","Determine if function is locked in memory"
"mkdir","Make new folder"
"mkpp","Make piecewise polynomial"
"mldivide","Solve systems of linear equations Ax = B for x"
"mlint","Check MATLAB code files for possible problems"
"mlintrpt","Run checkcode for file or folder, reportingresults in browser"
"mlock","Prevent clearing function from memory"
"mmfileinfo","Information about multimedia file"
"mod","Remainder after division (modulo operation)"
"mode","Most frequent values in array"
"month","Month number and name"
"more","Control paged output for Command Window"
"morebins","Increase number of histogram bins"
"movAbsHDU","Move to absolute HDU number"
"move","Move or resize control in parent window"
"movefile","Move file or folder"
"movegui","Move UI figure to specified location on screen"
"movie","Play recorded movie frames"
"movie2avi","Create Audio/Video Interleaved (AVI) file from MATLAB movie"
"movNamHDU","Move to first HDU having specific type and keyword values"
"movRelHDU","Move relative number of HDUs from current HDU"
"mpower","Matrix power"
"mrdivide","Solve systems of linear equations xA = B for x"
"msgbox","Create message dialog box"
"mtimes","Matrix Multiplication"
"mu2lin","Convert mu-law audio signal to linear"
"multibandread","Read band-interleaved data from binary file"
"multibandwrite","Write band-interleaved data to file"
"munlock","Allow clearing functions from memory"
"namelengthmax","Maximum identifier length"
"NaN","Not-a-Number"
"nargchk","Validate number of input arguments"
"nargin","Number of function input arguments"
"narginchk","Validate number of input arguments"
"nargout","Number of function output arguments"
"nargoutchk","Validate number of output arguments"
"NaT","Not-a-Time"
"native2unicode","Convert numeric bytes to Unicode character representation"
"nccreate","Create variable in NetCDF file"
"ncdisp","Display contents of NetCDF data source in Command Window"
"nchoosek","Binomial coefficient or all combinations"
"ncinfo","Return information aboutNetCDF data source"
"ncread","Read data from variablein NetCDF data source"
"ncreadatt","Read attribute valuefrom NetCDF data source"
"ncwrite","Write data to NetCDFfile"
"ncwriteatt","Write attribute to NetCDF file"
"ncwriteschema","Add NetCDF schema definitions to NetCDF file"
"ndgrid","Rectangular grid in N-D space"
"ndims","Number of array dimensions"
"ne","Determine inequality"
"nearestNeighbor","(Not recommended) Point closest to specified location"
"nearestNeighbor","Determine nearest alpha shape boundary point"
"nearestNeighbor","Vertex closest to specified location"
"neighbors","Neighbors of graph node"
"neighbors","(Not recommended) Simplex neighbor information"
"neighbors","Neighbors to specified triangle or tetrahedron"
"NET","Summary of functions in MATLAB .NET interface"
"NET.addAssembly","Make .NET assembly visible to MATLAB"
"NET.Assembly","Members of .NET assembly"
"NET.convertArray","Convert numeric MATLAB array to .NET array"
"NET.createArray","Array for nonprimitive .NET types"
"NET.createGeneric","Create instance of specialized .NET generic type"
"NET.disableAutoRelease","Lock .NET object representing a RunTime Callable Wrapper(COM Wrapper) so that MATLAB does not release COM object"
"NET.enableAutoRelease","Unlock .NET object representing a RunTime Callable Wrapper(COM Wrapper) so that MATLAB releases COM object"
"NET.GenericClass","Represent parameterized generic type definitions"
"NET.invokeGenericMethod","Invoke generic method of object"
"NET.isNETSupported","Check for supported Microsoft .NET Framework"
"NET.NetException","Capture error information for .NET exception"
"NET.setStaticProperty","Static property or field name"
"netcdf.abort","Revert recent netCDF file definitions"
"netcdf.close","Close netCDF file"
"netcdf.copyAtt","Copy attribute to new location"
"netcdf.create","Create new NetCDF dataset"
"netcdf.defDim","Create netCDF dimension"
"netcdf.defGrp","Create group in NetCDF file"
"netcdf.defVar","Create NetCDF variable"
"netcdf.defVarChunking","Define chunking behavior for NetCDF variable"
"netcdf.defVarDeflate","Define compression parameters for NetCDF variable"
"netcdf.defVarFill","Define fill parameters for NetCDF variable"
"netcdf.defVarFletcher32","Define checksum parameters for NetCDF variable"
"netcdf.delAtt","Delete netCDF attribute"
"netcdf.endDef","End netCDF file define mode"
"netcdf.getAtt","Return netCDF attribute"
"netcdf.getChunkCache","Retrieve chunk cache settings for NetCDF library"
"netcdf.getConstant","Return numeric value of named constant"
"netcdf.getConstantNames","Return list of constants known to netCDF library"
"netcdf.getVar","Read data from NetCDF variable"
"netcdf.inq","Return information about netCDF file"
"netcdf.inqAtt","Return information about netCDF attribute"
"netcdf.inqAttID","Return ID of netCDF attribute"
"netcdf.inqAttName","Return name of netCDF attribute"
"netcdf.inqDim","Return netCDF dimension name and length"
"netcdf.inqDimID","Return dimension ID"
"netcdf.inqDimIDs","Retrieve list of dimension identifiers in group"
"netcdf.inqFormat","Determine format of NetCDF file"
"netcdf.inqGrpName","Retrieve name of group"
"netcdf.inqGrpNameFull","Complete pathname of group"
"netcdf.inqGrpParent","Retrieve ID of parent group."
"netcdf.inqGrps","Retrieve array of child group IDs"
"netcdf.inqLibVers","Return NetCDF library version information"
"netcdf.inqNcid","Return ID of named group"
"netcdf.inqUnlimDims","Return list of unlimited dimensions in group"
"netcdf.inqVar","Information about variable"
"netcdf.inqVarChunking","Determine chunking settings for NetCDF variable"
"netcdf.inqVarDeflate","Determine compression settings for NetCDF variable"
"netcdf.inqVarFill","Determine values of fill parameters for NetCDF variable"
"netcdf.inqVarFletcher32","Fletcher32 checksum setting for NetCDF variable"
"netcdf.inqVarID","Return ID associated with variable name"
"netcdf.inqVarIDs","IDs of all variables in group"
"netcdf.open","Open NetCDF data source"
"netcdf.putAtt","Write netCDF attribute"
"netcdf.putVar","Write data to netCDF variable"
"netcdf.reDef","Put open netCDF file into define mode"
"netcdf.renameAtt","Change name of attribute"
"netcdf.renameDim","Change name of netCDF dimension"
"netcdf.renameVar","Change name of netCDF variable"
"netcdf.setChunkCache","Set default chunk cache settings for NetCDF library"
"netcdf.setDefaultFormat","Change default netCDF file format"
"netcdf.setFill","Set netCDF fill mode"
"netcdf.sync","Synchronize netCDF file to disk"
"newplot","Determine where to draw graphics objects"
"nextpow2","Exponent of next higher power of 2"
"nnz","Number of nonzero matrix elements"
"noanimate","Change EraseMode of all objects to normal"
"nonzeros","Nonzero matrix elements"
"norm","Vector and matrix norms"
"normest","2-norm estimate"
"not","Find logical NOT"
"notebook","Open MATLAB Notebook in Microsoft Word software(on Microsoft Windows platforms)"
"now","Current date and time as serial date number"
"nthroot","Real nth root of real numbers"
"null","Null space"
"num2cell","Convert array to cell array with consistently sized cells"
"num2hex","Convert singles and doubles to IEEE hexadecimal strings"
"num2str","Convert number to string"
"numArgumentsFromSubscript","Number of arguments for customized indexing methods"
"numedges","Number of edges in graph"
"numel","Number of array elements"
"numnodes","Number of nodes in graph"
"numpartitions","Number of partitions"
"numRegions","Number of regions in alpha shape"
"nzmax","Amount of storage allocated for nonzero matrix elements"
"ode113","Solve nonstiff differential equations; variable ordermethod"
"ode15i","Solve fully implicit differential equations, variableorder method"
"ode15s","Solve stiff differential equations and DAEs; variableorder method"
"ode23","Solve nonstiff differential equations; low order method"
"ode23s","Solve stiff differential equations; low order method"
"ode23t","Solve moderately stiff ODEs and DAEs; trapezoidal rule"
"ode23tb","Solve stiff differential equations; low order method"
"ode45","Solve nonstiff differential equations; medium order method"
"odeget","Ordinary differential equation options parameters"
"odeset","Create or alter options structure for ordinary differentialequation solvers"
"odextend","Extend solution of initial value problem for ordinarydifferential equation"
"onCleanup","Cleanup tasks upon function completion"
"ones","Create array of all ones"
"open","Open file in appropriate application"
"open","Open file for writing video data"
"openfig","Open figure saved in FIG-file"
"openFile","Open FITS file"
"opengl","Control OpenGL rendering"
"openvar","Open workspace variable in Variables editor or other graphicalediting tool"
"optimget","Optimization options values"
"optimset","Create or edit optimization options structure"
"or","Find logical OR"
"ordeig","Eigenvalues of quasitriangular matrices"
"orderfields","Order fields of structure array"
"ordqz","Reorder eigenvalues in QZ factorization"
"ordschur","Reorder eigenvalues in Schur factorization"
"orient","Hardcopy paper orientation"
"orth","Orthonormal basis for range of matrix"
"outdegree","Out-degree of nodes"
"outerjoin","Outer join between two tables"
"pack","Consolidate workspace memory"
"padecoef","Padé approximation of time delays"
"pagesetupdlg","Page setup dialog box"
"pan","Pan view of graph interactively"
"pareto","Pareto chart"
"parfor","Parallel for loop"
"parse","Parse function inputs"
"parseSoapResponse","Convert response string from SOAP (Simple Object AccessProtocol) server into MATLAB types"
"partition","Partition a datastore"
"pascal","Pascal matrix"
"patch","Create one or more filled polygons"
"path","View or change search path"
"path2rc","Save current search path to pathdef.m file"
"pathsep","Search path separator for current platform"
"pathtool","Open Set Path dialog box to view and change search path"
"pause","Stop MATLAB execution temporarily"
"pbaspect","Control relative lengths of each axis"
"pcg","Preconditioned conjugate gradients method"
"pchip","Piecewise Cubic Hermite Interpolating Polynomial (PCHIP)"
"pcode","Create protected function file"
"pcolor","Pseudocolor (checkerboard) plot"
"pdepe","Solve initial-boundary value problems for parabolic-ellipticPDEs in 1-D"
"pdeval","Evaluate numerical solution of PDE using output of pdepe"
"peaks","Example function of two variables"
"perimeter","Perimeter of 2-D alpha shape"
"perl","Call Perl script using appropriate operating system executable"
"perms","All possible permutations"
"permute","Rearrange dimensions of N-D array"
"persistent","Define persistent variable"
"pi","Ratio of circle's circumference to its diameter"
"pie","Pie chart"
"pie3","3-D pie chart"
"pinv","Moore-Penrose pseudoinverse of matrix"
"planerot","Givens plane rotation"
"play","Play audio from audioplayer object"
"play","Play audio from audiorecorder object"
"playblocking","Play audio from audioplayer object,holding control until playback completes"
"plot","Graph plot"
"plot","Plot alpha shape"
"plot","2-D line plot"
"plot","Plot time series"
"plot3","3-D line plot"
"plotbrowser","Show or hide figure Plot Browser"
"plotedit","Interactively edit and annotate plots"
"plotmatrix","Scatter plot matrix"
"plottools","Show or hide plot tools"
"plotyy","2-D line plots with y-axes on both left and right side"
"plus","Addition"
"pointLocation","(Not recommended) Simplex containing specified location"
"pointLocation","Triangle or tetrahedron containing specified point"
"pol2cart","Transform polar or cylindrical coordinates to Cartesian"
"polar","Polar coordinate plot"
"poly","Characteristic polynomial or polynomial with specifiedroots"
"polyarea","Area of polygon"
"polyder","Polynomial differentiation"
"polyeig","Polynomial eigenvalue problem"
"polyfit","Polynomial curve fitting"
"polyint","Polynomial integration"
"polyval","Polynomial evaluation"
"polyvalm","Matrix polynomial evaluation"
"posixtime","Convert MATLAB datetime to POSIX time"
"pow2","Base 2 power and scale floating-point numbers"
"power","Element-wise power"
"ppval","Evaluate piecewise polynomial"
"predecessors","Node predecessors"
"prefdir","Folder containing preferences, history, and layout files"
"preferences","Open Preferences dialog box"
"preview","Return subset of data from datastore"
"primes","Prime numbers less than or equal to input value"
"print","Print figure or save to specific file format"
"printdlg","Open figure Print dialog box"
"printopt","Configure printer defaults"
"printpreview","Open figure Print Preview dialog box"
"prod","Product of array elements"
"profile","Profile execution time for functions"
"profsave","Save profile report in HTML format"
"propedit","Open Property Editor"
"propedit","Open built-in property page for control"
"properties","Class property names"
"propertyeditor","Show or hide Property Editor"
"psi","Psi (polygamma) function"
"publish","Generate view of MATLAB file in specified format"
"PutCharArray","Store character array in Automation server"
"PutFullMatrix","Matrix in Automation server workspace"
"PutWorkspaceData","Data in Automation server workspace"
"pwd","Identify current folder"
"pyargs","Create keyword argument for Python function"
"pyversion","Change default version of Python interpreter"
"qmr","Quasi-minimal residual method"
"qr","Orthogonal-triangular decomposition"
"qrdelete","Remove column or row from QR factorization"
"qrinsert","Insert column or row into QR factorization"
"qrupdate","Rank 1 update to QR factorization"
"quad","Numerically evaluate integral, adaptive Simpson quadrature"
"quad2d","Numerically evaluate double integral, tiled method"
"quadgk","Numerically evaluate integral, adaptive Gauss-Kronrodquadrature"
"quadl","Numerically evaluate integral, adaptive Lobatto quadrature"
"quadv","Vectorized quadrature"
"quarter","Quarter number"
"questdlg","Create question dialog box"
"Quit","Terminate MATLAB Automation server"
"quit","Terminate MATLAB program"
"quiver","Quiver or velocity plot"
"quiver3","3-D quiver or velocity plot"
"qz","QZ factorization for generalized eigenvalues"
"rad2deg","Convert angle from radians to degrees"
"rand (RandStream)","Uniformly distributed random numbers"
"rand","Uniformly distributed random numbers"
"randi (RandStream)","Uniformly distributed pseudorandom integers"
"randi","Uniformly distributed pseudorandom integers"
"randn (RandStream)","Normally distributed pseudorandom numbers"
"randn","Normally distributed random numbers"
"randperm (RandStream)","Random permutation"
"randperm","Random permutation"
"RandStream","Random number stream"
"RandStream","Random number stream"
"RandStream.create","Create random number streams"
"RandStream.getGlobalStream","Current global random number stream"
"RandStream.list","Random number generator algorithms"
"RandStream.setGlobalStream","Set global random number stream"
"rank","Rank of matrix"
"rat","Rational fraction approximation"
"rats","Rational output"
"rbbox","Create rubberband box for area selection"
"rcond","Reciprocal condition number"
"rdivide","Right array division"
"read","Read video frame data from file"
"read","Read data in datastore"
"read","Read data from remote host over TCP/IP interface"
"readall","Read all data in datastore"
"readasync","Read data asynchronously from device"
"readATblHdr","Read header information from current ASCII table"
"readBTblHdr","Read header information from current binary table"
"readCard","Header record of keyword"
"readCol","Read rows of ASCII or binary table column"
"readFrame","Read video frame from video file"
"readimage","Read specified image from datastore"
"readImg","Read image data"
"readKey","Keyword"
"readKeyCmplx","Keyword as complex scalar value"
"readKeyDbl","Keyword as double precision value"
"readKeyLongLong","Keyword as int64"
"readKeyLongStr","Long string value"
"readKeyUnit","Physical units string from keyword"
"readRecord","Header record specified by number"
"readtable","Create table from file"
"real","Real part of complex number"
"reallog","Natural logarithm for nonnegative real arrays"
"realmax","Largest positive floating-point number"
"realmin","Smallest positive normalized floating-point number"
"realpow","Array power for real-only output"
"realsqrt","Square root for nonnegative real arrays"
"record","Record audio to audiorecorder object"
"record","Record data and event information to file"
"recordblocking","Record audio to audiorecorder object,holding control until recording completes"
"rectangle","Create rectangle with sharp or curved corners"
"rectint","Rectangle intersection area"
"recycle","Set option to move deleted files to recycle folder"
"reducepatch","Reduce number of patch faces"
"reducevolume","Reduce number of elements in volume data set"
"refresh","Redraw current figure"
"refreshdata","Refresh data in graph when data source is specified"
"regexp","Match regular expression (case sensitive)"
"regexpi","Match regular expression (case insensitive)"
"regexprep","Replace string using regular expression"
"regexptranslate","Translate string into regular expression"
"registerevent","Associate event handler for COM object event at run time"
"regmatlabserver","Register current MATLAB as Automation server"
"rehash","Refresh function and file system path caches"
"Relational
Operators","Relational operations"
"release","Release COM interface"
"rem","Remainder after division"
"remove","Remove key-value pairs from containers.Map object"
"Remove","Convenience function for static .NET System.Delegate Removemethod"
"RemoveAll","Convenience function for static .NET System.Delegate RemoveAllmethod"
"removecats","Remove categories from categorical array"
"removets","Remove timeseries objects from tscollection object"
"renamecats","Rename categories in categorical array"
"reordercats","Reorder categories in categorical array"
"reordernodes","Reorder graph nodes"
"repelem","Repeat copies of array elements"
"repmat","Repeat copies of array"
"resample (tscollection)","Select or interpolate data in tscollection usingnew time vector"
