"func","desc"
"netcdf.defGrp","Create group in NetCDF file"
"netcdf.defVar","Create NetCDF variable"
"netcdf.defVarChunking","Define chunking behavior for NetCDF variable"
"netcdf.defVarDeflate","Define compression parameters for NetCDF variable"
"netcdf.defVarFill","Define fill parameters for NetCDF variable"
"netcdf.defVarFletcher32","Define checksum parameters for NetCDF variable"
"netcdf.delAtt","Delete netCDF attribute"
"netcdf.endDef","End netCDF file define mode"
"netcdf.getAtt","Return netCDF attribute"
"netcdf.getChunkCache","Retrieve chunk cache settings for NetCDF library"
"netcdf.getConstant","Return numeric value of named constant"
"netcdf.getConstantNames","Return list of constants known to netCDF library"
"netcdf.getVar","Return data from netCDF variable"
"netcdf.inq","Return information about netCDF file"
"netcdf.inqAtt","Return information about netCDF attribute"
"netcdf.inqAttID","Return ID of netCDF attribute"
"netcdf.inqAttName","Return name of netCDF attribute"
"netcdf.inqDim","Return netCDF dimension name and length"
"netcdf.inqDimID","Return dimension ID"
"netcdf.inqDimIDs","Retrieve list of dimension identifiers in group"
"netcdf.inqFormat","Determine format of NetCDF file"
"netcdf.inqGrpName","Retrieve name of group"
"netcdf.inqGrpNameFull","Complete pathname of group"
"netcdf.inqGrpParent","Retrieve ID of parent group."
"netcdf.inqGrps","Retrieve array of child group IDs"
"netcdf.inqLibVers","Return NetCDF library version information"
"netcdf.inqNcid","Return ID of named group"
"netcdf.inqUnlimDims","Return list of unlimited dimensions in group"
"netcdf.inqVar","Return information about variable"
"netcdf.inqVarChunking","Determine chunking settings for NetCDF variable"
"netcdf.inqVarDeflate","Determine compression settings for NetCDF variable"
"netcdf.inqVarFill","Determine values of fill parameters for NetCDF variable"
"netcdf.inqVarFletcher32","Fletcher32 checksum setting for NetCDF variable"
"netcdf.inqVarID","Return ID associated with variable name"
"netcdf.inqVarIDs","IDs of all variables in group"
"netcdf.open","Open NetCDF data source"
"netcdf.putAtt","Write netCDF attribute"
"netcdf.putVar","Write data to netCDF variable"
"netcdf.reDef","Put open netCDF file into define mode"
"netcdf.renameAtt","Change name of attribute"
"netcdf.renameDim","Change name of netCDF dimension"
"netcdf.renameVar","Change name of netCDF variable"
"netcdf.setChunkCache","Set default chunk cache settings for NetCDF library"
"netcdf.setDefaultFormat","Change default netCDF file format"
"netcdf.setFill","Set netCDF fill mode"
"netcdf.sync","Synchronize netCDF file to disk"
"newplot","Determine where to draw graphics objects"
"nextpow2","Exponent of next higher power of 2"
"nnz","Number of nonzero matrix elements"
"noanimate","Change EraseMode of all objects to normal"
"nonzeros","Nonzero matrix elements"
"norm","Vector and matrix norms"
"normest","2-norm estimate"
"not","Find logical NOT of array or scalar input"
"notebook","Open MATLAB Notebook in Microsoft Word software(on Microsoft Windows platforms)"
"notify","Notify listeners that event is occurring"
"now","Current date and time as serial date number"
"nthroot","Real nth root of real numbers"
"null","Null space"
"num2cell","Convert array to cell array with consistently sized cells"
"num2hex","Convert singles and doubles to IEEE hexadecimal strings"
"num2str","Convert number to string"
"numel","Number of array elements"
"nzmax","Amount of storage allocated for nonzero matrix elements"
"ode113","Solve nonstiff differential equations; variable ordermethod"
"ode15i","Solve fully implicit differential equations, variableorder method"
"ode15s","Solve stiff differential equations and DAEs; variableorder method"
"ode23","Solve nonstiff differential equations; low order method"
"ode23s","Solve stiff differential equations; low order method"
"ode23t","Solve moderately stiff ODEs and DAEs; trapezoidal rule"
"ode23tb","Solve stiff differential equations; low order method"
"ode45","Solve nonstiff differential equations; medium order method"
"odeget","Ordinary differential equation options parameters"
"odeset","Create or alter options structure for ordinary differentialequation solvers"
"odextend","Extend solution of initial value problem for ordinarydifferential equation"
"onCleanup","Cleanup tasks upon function completion"
"ones","Create array of all ones"
"open","Open file in appropriate application"
"openfig","Open new copy or raise existing copy of saved figure"
"opengl","Control OpenGL rendering"
"openvar","Open workspace variable in Variables editor or other graphicalediting tool"
"optimget","Optimization options values"
"optimset","Create or edit optimization options structure"
"or","Find logical OR of array or scalar inputs"
"ordeig","Eigenvalues of quasitriangular matrices"
"orderfields","Order fields of structure array"
"ordqz","Reorder eigenvalues in QZ factorization"
"ordschur","Reorder eigenvalues in Schur factorization"
"orient","Hardcopy paper orientation"
"orth","Range space of matrix"
"otherwise","Optional keyword in switchstatement"
"pack","Consolidate workspace memory"
"padecoef","Padé approximation of time delays"
"pagesetupdlg","Page setup dialog box"
"pan","Pan view of graph interactively"
"pareto","Pareto chart"
"parfor","Parallel for loop"
"parse","Parse function inputs"
"parseSoapResponse","Convert response string from SOAP server into MATLAB types"
"pascal","Pascal matrix"
"patch","Create one or more filled polygons"
"path","View or change search path"
"path2rc","Save current search path to pathdef.m file"
"pathsep","Search path separator for current platform"
"pathtool","Open Set Path dialog box to view and change search path"
"pause","Halt execution temporarily"
"pbaspect","Set or query plot box aspect ratio"
"pcg","Preconditioned conjugate gradients method"
"pchip","Piecewise Cubic Hermite Interpolating Polynomial (PCHIP)"
"pcode","Create protected function file"
"pcolor","Pseudocolor (checkerboard) plot"
"pdepe","Solve initial-boundary value problems for parabolic-ellipticPDEs in 1-D"
"pdeval","Evaluate numerical solution of PDE using output of pdepe"
"peaks","Example function of two variables"
"perl","Call Perl script using appropriate operating system executable"
"perms","All possible permutations"
"permute","Rearrange dimensions of N-D array"
"persistent","Define persistent variable"
"pi","Ratio of circle's circumference to its diameter"
"pie","Pie chart"
"pie3","3-D pie chart"
"pinv","Moore-Penrose pseudoinverse of matrix"
"planerot","Givens plane rotation"
"play","Play audio from audioplayer object"
"play","Play audio from audiorecorder object"
"playblocking","Play audio from audioplayer object,holding control until playback completes"
"plot","2-D line plot"
"plot","Plot time series"
"plot3","3-D line plot"
"plotbrowser","Show or hide figure Plot Browser"
"plotedit","Interactively edit and annotate plots"
"plotmatrix","scatter plot matrix"
"plottools","Show or hide plot tools"
"plotyy","2-D line plots with y-axes on both left and right side"
"plus","Plus"
"pointLocation","Triangle or tetrahedron containing specified location"
"pointLocation","(Will be removed) Simplex containing specified location"
"pol2cart","Transform polar or cylindrical coordinates to Cartesian"
"polar","Polar coordinate plot"
"poly","Polynomial with specified roots"
"polyarea","Area of polygon"
"polyder","Polynomial derivative"
"polyeig","Polynomial eigenvalue problem"
"polyfit","Polynomial curve fitting"
"polyint","Integrate polynomial analytically"
"polyval","Polynomial evaluation"
"polyvalm","Matrix polynomial evaluation"
"pow2","Base 2 power and scale floating-point numbers"
"power","Array power"
"ppval","Evaluate piecewise polynomial"
"prefdir","Folder containing preferences, history, and layout files"
"preferences","Open Preferences dialog box"
"primes","Prime numbers less than or equal to input value"
"print","Print figure or save to file"
"printdlg","Print dialog box"
"printopt","Configure printer defaults"
"printpreview","Preview figure to print"
"prod","Product of array elements"
"profile","Profile execution time for function"
"profsave","Save profile report in HTML format"
"propedit","Open Property Editor"
"propedit","Open built-in property page for control"
"properties","Class property names"
"propertyeditor","Show or hide Property Editor"
"psi","Psi (polygamma) function"
"publish","Generate view of MATLAB file in specified format"
"PutCharArray","Store character array in Automation server"
"PutFullMatrix","Matrix in Automation server workspace"
"PutWorkspaceData","Data in Automation server workspace"
"pwd","Identify current folder"
"qmr","Quasi-minimal residual method"
"qr","Orthogonal-triangular decomposition"
"qrdelete","Remove column or row from QR factorization"
"qrinsert","Insert column or row into QR factorization"
"qrupdate","Rank 1 update to QR factorization"
"quad","Numerically evaluate integral, adaptive Simpson quadrature"
"quad2d","Numerically evaluate double integral, tiled method"
"quadgk","Numerically evaluate integral, adaptive Gauss-Kronrodquadrature"
"quadl","Numerically evaluate integral, adaptive Lobatto quadrature"
"quadv","Vectorized quadrature"
"questdlg","Create and open question dialog box"
"Quit","Terminate MATLAB Automation server"
"quit","Terminate MATLAB program"
"quiver","Quiver or velocity plot"
"quiver3","3-D quiver or velocity plot"
"qz","QZ factorization for generalized eigenvalues"
"rand (RandStream)","Uniformly distributed random numbers"
"rand","Uniformly distributed pseudorandom numbers"
"randi (RandStream)","Uniformly distributed pseudorandom integers"
"randi","Uniformly distributed pseudorandom integers"
"randn (RandStream)","Normally distributed pseudorandom numbers"
"randn","Normally distributed pseudorandom numbers"
"randperm (RandStream)","Random permutation"
"randperm","Random permutation"
"RandStream","Random number stream"
"RandStream.create","Create random number streams"
"RandStream.getDefaultStream","Random number stream"
"RandStream.getGlobalStream","Current global random number stream"
"RandStream.list","Random number generator algorithms"
"RandStream.setDefaultStream","Set default random number stream"
"RandStream.setGlobalStream","Set global random number stream"
"rank","Rank of matrix"
"rat, rats","Rational fraction approximation"
"rbbox","Create rubberband box for area selection"
"rcond","Matrix reciprocal condition number estimate"
"rdivide","Right array division"
"readasync","Read data asynchronously from device"
"real","Real part of complex number"
"reallog","Natural logarithm for nonnegative real arrays"
"realmax","Largest positive floating-point number"
"realmin","Smallest positive normalized floating-point number"
"realpow","Array power for real-only output"
"realsqrt","Square root for nonnegative real arrays"
"record","Record audio to audiorecorder object"
"recordblocking","Record audio to audiorecorder object,holding control until recording completes"
"rectangle","Create 2-D rectangle object"
"rectint","Rectangle intersection area"
"recycle","Set option to move deleted files to recycle folder"
"reducepatch","Reduce number of patch faces"
"reducevolume","Reduce number of elements in volume data set"
"refresh","Redraw current figure"
"refreshdata","Refresh data in graph when data source is specified"
"regexp","Match regular expression (case sensitive)"
"regexpi","Match regular expression (case insensitive)"
"regexprep","Replace string using regular expression"
"regexptranslate","Translate string into regular expression"
"registerevent","Associate event handler for COM object event at run time"
"rehash","Refresh function and file system path caches"
"Relational
Operators","Relational operations"
"relationaloperators","Equality and sorting of handle objects"
"release","Release COM interface"
"rem","Remainder after division"
"remove","Remove key-value pairs from containers.Map object"
"Remove","Convenience function for static .NET System.Delegate Removemethod"
"RemoveAll","Convenience function for static .NET System.Delegate RemoveAllmethod"
"removets","Remove timeseries objects from tscollection object"
"repmat","Replicate and tile array"
"resample (tscollection)","Select or interpolate data in tscollection usingnew time vector"
"resample","Select or interpolate timeseries datausing new time vector"
"reset (RandStream)","Reset random number stream"
"reset","Reset graphics object properties totheir defaults"
"reshape","Reshape array"
"residue","Convert between partial fraction expansion and polynomialcoefficients"
"restoredefaultpath","Restore default search path"
"rethrow (MException)","Reissue existing exception"
"rethrow","Reissue error"
"return","Return to invoking function"
"rgb2hsv","Convert RGB colormap to HSV colormap"
"rgb2ind","Convert RGB image to indexed image"
"rgbplot","Plot colormap"
"ribbon","Ribbon plot"
"rmappdata","Remove application-defined data"
"rmdir","Remove folder"
"rmfield","Remove fields from structure"
"rmpath","Remove folders from search path"
"rmpref","Remove preference"
"rng","Control random number generation"
"root object","Root"
"roots","Polynomial roots"
"rose","Angle histogram plot"
"rosser","Classic symmetric eigenvalue test problem"
"rot90","Rotate matrix 90 degrees"
"rotate","Rotate object about specified origin and direction"
"rotate3d","Rotate 3-D view using mouse"
"round","Round to nearest integer"
"rref","Reduced row echelon form"
"rsf2csf","Convert real Schur form to complex Schur form"
"run","Run MATLAB script"
"save (serial)","Save serial port objects and variables to file"
"save","Save workspace variablesto file"
"save","Serialize control object to file"
"saveas","Save figure or Simulink block diagram usingspecified format"
"saveobj","Modify save process for object"
"savepath","Save current search path"
"scatter","scatter plot"
"scatter3","3-D scatter plot"
"scatteredInterpolant","Scattereddata interpolation"
"schur","Schur decomposition"
"script","Sequence of MATLAB statements in file"
"sec","Secant of argument in radians"
"secd","Secant of argument in degrees"
"sech","Hyperbolic secant"
"selectmoveresize","Select, move, resize, or copy axes and uicontrol graphicsobjects"
"semilogx","Semilogarithmic plot"
"semilogy","Semilogarithmic plot"
"sendmail","Send email message to address list"
"serial","Create serial port object"
"serialbreak","Send break to device connected to serial port"
"set (RandStream)","Set random number stream property"
"set (serial)","Configure or display serial port object properties"
"set (timer)","Configure or display timer object properties"
"set (tscollection)","Set properties of tscollection object"
"set","Set Handle Graphics object properties"
"set","Set property values for audioplayer object"
"set","Set property values for audiorecorder object"
"set","Set objector interface property to specified value"
"set","Set properties of timeseries object"
"setabstime (tscollection)","Set times of tscollection object asdate strings"
"setabstime","Set times of timeseries object as datestrings"
"setappdata","Specify application-defined data"
"setdiff","Set difference of two arrays"
"setenv","Set environment variable"
"setfield","Assign values to structure array field"
"setinterpmethod","Set default interpolation method for timeseries object"
"setpixelposition","Set component position in pixels"
"setpref","Set preference"
"setstr","Set string flag"
"settimeseriesnames","Change name of timeseries object in tscollection"
"setxor","Set exclusive OR of two arrays"
"shading","Set color shading properties"
"shg","Show most recent graph window"
"shiftdim","Shift dimensions"
"showplottool","Show or hide figure plot tool"
"shrinkfaces","Reduce size of patch faces"
"sign","Signum function"
"sin","Sine of argument in radians"
"sind","Sine of argument in degrees"
"single","Convert to single precision"
"sinh","Hyperbolic sine of argument in radians"
"size (serial)","Size of serial port object array"
"size (tscollection)","Size of tscollection object"
"size","Size of containers.Map object"
"size","Array dimensions"
"size","(Will be removed) Size of triangulation matrix"
"size","Size of triangulation connectivity list"
"slice","Volumetric slice plot"
"smooth3","Smooth 3-D data"
"snapnow","Force snapshot of image for inclusion in published document"
"sort","Sort array elements in ascending or descending order"
"sortrows","Sort rows in ascending order"
"sound","Convert matrix of signal data to sound"
"soundsc","Scale data and play as sound"
"spalloc","Allocate space for sparse matrix"
"sparse","Create sparse matrix"
"spaugment","Form least squares augmented system"
"spconvert","Import matrix from sparse matrix external format"
"spdiags","Extract and create sparse band and diagonal matrices"
"Special Characters","Special characters"
"specular","Calculate specular reflectance"
"speye","Sparse identity matrix"
"spfun","Apply function to nonzero sparse matrix elements"
"sph2cart","Transform spherical coordinates to Cartesian"
"sphere","Generate sphere"
"spinmap","Spin colormap"
"spline","Cubic spline data interpolation"
"spones","Replace nonzero sparse matrix elements with ones"
"spparms","Set parameters for sparse matrix routines"
"sprand","Sparse uniformly distributed random matrix"
"sprandn","Sparse normally distributed random matrix"
"sprandsym","Sparse symmetric random matrix"
"sprank","Structural rank"
"sprintf","Format data into string"
"spy","Visualize sparsity pattern"
"sqrt","Square root"
"sqrtm","Matrix square root"
"squeeze","Remove singleton dimensions"
"ss2tf","Convert state-space filter parameters to transfer functionform"
"sscanf","Read formatted data from string"
"stairs","Stairstep graph"
"start","Start timer(s) running"
"startat","Start timer(s) running at specified time"
"startup","Startup file for user-defined options"
"std","Standard deviation"
"std","Standard deviation of timeseries data"
"stem","Plot discrete sequence data"
"stem3","Plot 3-D discrete sequence data"
"stop","Stop timer(s)"
"stopasync","Stop asynchronous read and write operations"
"str2double","Convert string to double-precision value"
"str2func","Construct function handle from function name string"
"str2mat","Form blank-padded character matrix from strings"
"str2num","Convert string to number"
"strcat","Concatenate strings horizontally"
"strcmp","Compare strings (case sensitive)"
"strcmpi","Compare strings (case insensitive)"
"stream2","Compute 2-D streamline data"
"stream3","Compute 3-D streamline data"
"streamline","Plot streamlines from 2-D or 3-Dvector data"
"streamparticles","Plot stream particles"
"streamribbon","3-D stream ribbon plot from vector volume data"
"streamslice","Plot streamlines in slice planes"
"streamtube","Create 3-D stream tube plot"
"strfind","Find one string within another"
"strings","String handling"
"strjoin","Join strings in cell array into single string"
"strjust","Justify character array"
"strmatch","Find possible matches for string"
"strncmp","Compare first n characters of strings(case sensitive)"
"strncmpi","Compare first n characters of strings(case insensitive)"
"strread","Read formatted data from string"
"strrep","Find and replace substring"
"strsplit","Split string at specified delimiter"
"strtok","Selected parts of string"
"strtrim","Remove leading and trailing white space from string"
"struct","Create structure array"
"struct2cell","Convert structure to cell array"
"structfun","Apply function to each field of scalar structure"
"strvcat","Concatenate strings vertically"
"sub2ind","Convert subscripts to linear indices"
"subplot","Create axes in tiled positions"
"subsasgn","Subscripted assignment"
"subsindex","Subscript indexing with object"
"subspace","Angle between two subspaces"
"subsref","Redefine subscripted reference for objects"
"substruct","Create structure argument for subsasgn or subsref"
"subvolume","Extract subset of volume data set"
"sum","Sum of array elements"
"sum","Sum of timeseries data"
"superclasses","Superclass names"
"superiorto","Establish superior class relationship"
"support","Open MathWorks Technical Support Web page"
"surf","3-D shaded surface plot"
"surf2patch","Convert surface data to patch data"
"surface","Create surface object"
"surfc","Contour plot under a 3-D shaded surface plot"
"surfl","Surface plot with colormap-based lighting"
"surfnorm","Compute and display 3-Dsurface normals"
"svd","Singular value decomposition"
"svds","Find singular values and vectors"
"swapbytes","Swap byte ordering"
"switch/case/otherwise","Switch among several cases based on expression"
"symamd","Symmetric approximate minimum degree permutation"
"symbfact","Symbolic factorization analysis"
"symmlq","Symmetric LQ method"
"symrcm","Sparse reverse Cuthill-McKee ordering"
"symvar","Determine symbolic variables in expression"
"synchronize","Synchronize and resample two timeseries objectsusing common time vector"
"syntax","Two ways to call MATLAB functions"
"system","Execute operating system command and return output"
"tan","Tangent of argument in radians"
"tand","Tangent of argument in degrees"
"tanh","Hyperbolic tangent"
"tar","Compress files into tar file"
"tempdir","Name of system's temporary folder"
"tempname","Unique name for temporary file"
"tetramesh","Tetrahedron mesh plot"
"texlabel","Format text into TeX string"
"text","Create text object in current axes"
"textread","Read data from text file; write to multiple outputs"
"textscan","Read formatted data from text file or string"
"textwrap","Wrapped string matrix for given uicontrol"
"tfqmr","Transpose-free quasi-minimal residual method"
"throw (MException)","Issue exception and terminate function"
"throwAsCaller (MException)","Throw exception as if from calling function"
"tic","Start clock to measureperformance"
"Tiff","MATLAB Gateway to LibTIFF library routines"
"timer","Construct timer object"
"timerfind","Find timer objects"
"timerfindall","Find timer objects, including invisible objects"
"times","Array multiply"
"timeseries",""
"title","Add title to current axes"
"toc","Stop clock to measureperformance"
"todatenum","Convert CDF epoch object to MATLAB datenum"
"toeplitz","Toeplitz matrix"
"toolboxdir","Root folder for specified toolbox"
"trace","Sum of diagonal elements"
"transpose","Transpose"
"transpose","Transpose timeseries object"
"trapz","Trapezoidal numerical integration"
"treelayout","Lay out tree or forest"
"treeplot","Plot picture of tree"
"triangulation","Triangulation in 2-D or 3-D"
"tril","Lower triangular part of matrix"
"trimesh","Triangular mesh plot"
"triplequad","Numerically evaluate triple integral"
"triplot","2-D triangular plot"
"TriRep","(Will be removed) Triangulation representation"
"TriRep",""
"TriScatteredInterp","(Will be removed) Interpolate scattered data"
"TriScatteredInterp",""
"trisurf","Triangular surface plot"
"triu","Upper triangular part of matrix"
"true","Logical 1 (true)"
"try/catch","Execute statements and catch resulting errors"
"tscollection","Create tscollection object"
"tsdata.event","Construct event object for timeseries object"
"tsearchn","N-D closest simplex search"
"tstool","Open Time Series Tools GUI"
"type","Display contents of file"
"typecast","Convert data types without changing underlying data"
"uibuttongroup","Create container object to exclusively manage radio buttonsand toggle buttons"
"Uibuttongroup Properties","Describe button group properties"
"uicontextmenu","Create context menu"
"Uicontextmenu
Properties","Describe context menu properties"
"uicontrol","Create user interface control object"
"Uicontrol Properties","Describe user interface control (uicontrol)properties"
"uigetdir","Open standard dialog box for selecting directory"
"uigetfile","Open standard dialog box for retrieving files"
"uigetpref","Specify and conditionallyopen dialog box according to user preference"
"uiimport","Import data interactively"
"uimenu","Create menus and menu items on figure windows"
"Uimenu Properties","Describe menu properties"
"uint16","Convert to 16-bit unsigned integer"
"uint32","Convert to 32-bit unsigned integer"
"uint64","Convert to 64-bit unsigned integer"
"uint8","Convert to 8-bit unsigned integer"
"uiopen","Interactively select file to open and load data"
"uipanel","Create panel container object"
"Uipanel Properties","Describe panel properties"
"uipushtool","Create push button on toolbar"
"Uipushtool Properties","Describe push tool properties"
"uiputfile","Open standard dialog box for saving files"
"uiresume","Resume execution of blocked program"
"uisave","Interactively save workspace variables to MAT-file"
"uisetcolor","Open standard dialog box for setting object's ColorSpec"
"uisetfont","Open standard dialog box for setting object's font characteristics"
"uisetpref","Manage preferences used in uigetpref"
"uistack","Reorder visual stacking order of objects"
"uitable","Create 2-D graphic table GUI component"
"Uitable Properties","Describe table properties"
"uitoggletool","Create toggle button on toolbar"
"Uitoggletool
Properties","Describe toggle tool properties"
"uitoolbar","Create toolbar on figure"
"Uitoolbar Properties","Describe toolbar properties"
"uiwait","Block program execution and wait to resume"
"uminus","Unary minus"
"undocheckout","Undo previous checkout from source control system (UNIX platforms)"
"unicode2native","Convert Unicode characters to numeric bytes"
"union","Set union of two arrays"
"unique","Unique values in array"
"unix","Execute UNIX command and return output"
"unloadlibrary","Unload shared library from memory"
"unmesh","Convert edge matrix to coordinate and Laplacian matrices"
"unmkpp","Piecewise polynomial details"
"unregisterallevents","Unregister all event handlers associated with COM objectevents at run time"
"unregisterevent","Unregister event handler associated with COM object eventat run time"
"untar","Extract contents of tar file"
"unwrap","Correct phase angles to produce smoother phase plots"
"unzip","Extract contents of zip file"
"uplus","Unary plus"
"upper","Convert string to uppercase"
"urlread","Download URL content to MATLAB string"
"urlwrite","Download URL content and save to file"
"usejava","Determine if Java feature is supported in MATLAB"
"userpath","View or change user portion of search path"
"validateattributes","Check validity of array"
"validatestring","Check validity of text string"
"values","Identify values in containers.Map object"
"vander","Vandermonde matrix"
"var","Variance"
"var","Variance of timeseries data"
"varargin","Variable-length input argument list"
"varargout","Variable-length output argument list"
"vectorize","Vectorize expression"
"ver","Version information for MathWorks products"
"verctrl","Source control actions (Windows platforms)"
"verLessThan","Compare toolbox version to specified version string"
"version","Version number for MATLAB and libraries"
"vertcat (tscollection)","Vertical concatenation for tscollection objects"
"vertcat","Concatenate arrays vertically"
"vertexAttachments","(Will be removed) Return simplices attached to specifiedvertices"
"vertexAttachments","Triangles or tetrahedra attached to specified vertex"
"vertexNormal","Triangulation vertex normal"
"VideoReader","Read video files"
"VideoWriter","Write video files"
"view","Viewpoint specification"
"viewmtx","View transformation matrices"
"visdiff","Compare two text files, MAT-Files, binary files, Zip files, or folders"
"volumebounds","Coordinate and color limits for volume data"
"voronoi","Voronoi diagram"
"voronoiDiagram","Voronoi diagram"
"voronoiDiagram","(Will be removed) Voronoi diagram"
"voronoin","N-D Voronoi diagram"
"wait","Wait until timer stops running"
"waitbar","Open or update wait bar dialog box"
"waitfor","Block execution and wait for event or condition"
"waitforbuttonpress","Wait for key press or mouse-button click"
"warndlg","Open warning dialog box"
"warning","Warning message"
"waterfall","Waterfall plot"
"wavfinfo","Information about WAVE (.wav) soundfile"
"wavplay","Play recorded sound on PC-based audio output device"
"wavread","Read WAVE (.wav) sound file"
"wavrecord","Record sound using PC-based audio input device"
"wavwrite","Write WAVE (.wav) sound file"
"web","Open Web page or file in browser"
"weekday","Day of week"
"what","List MATLAB files in folder"
"whatsnew","Release Notes"
"which","Locate functions and files"
"while","Repeatedly execute statements while condition is true"
"whitebg","Change axes background color"
"who","List variables in workspace"
"whos","List variables in workspace, with sizes and types"
"whos","List variables in workspace, with sizes and types"
"wilkinson","Wilkinson's eigenvalue test matrix"
"winopen","Open file in appropriate application (Windows)"
"winqueryreg","Item from Windows registry"
"wk1finfo","Determine whether file contains 1-2-3 WK1 worksheet"
"wk1read","Read Lotus 1-2-3 WK1 spreadsheet file into matrix"
"wk1write","Write matrix to Lotus 1-2-3 WK1 spreadsheet file"
"workspace","Open Workspace browser to manage workspace"
"xlabel","Label x-axis"
"xlim","Set or query x-axis limits"
"xlsfinfo","Determine whether filecontains Microsoft Excel spreadsheet"
"xlsread","Read Microsoft Excel spreadsheet file"
"xlswrite","Write Microsoft Excel spreadsheet file"
"xmlread","Read XML document and return Document Object Model node"
"xmlwrite","Write XML Document ObjectModel node"
"xor","Logical exclusive-OR"
"xslt","Transform XML document using XSLT engine"
"ylabel","Label y-axis"
"ylim","Set or query y-axis limits"
"zeros","Create array of all zeros"
"zip","Compress files into zip file"
"zlabel","Label z-axis"
"zlim","Set or query z-axis limits"
"zoom","Turn zooming on or off or magnifyby factor"
